Spirit,Jaslyn Ross,1300,100,11-25-2018
The Detailed Horn Pub,Franklin Mclaughlin,1300,200,11-25-2018
The Frightened Kiwi Pub,Arturo Galloway,1200,400,11-25-2018
The Marvelous Puppy Inn,Lucas Caldwell,1400,100,11-25-2018
The Office,Eddie Bass,1200,100,11-25-2018
Tommy's,Dillon Allen,1500,100,11-25-2018
French 75,Zaire Wilcox,1200,300,11-26-2018
Monk's Cafe,Tyrell Woods,1500,100,11-26-2018
ROKC,Rachael Mcclure,1200,300,11-26-2018
Spirit of 77,Aylin Wolfe,1200,300,11-26-2018
The Dead Rabbit,Avery Gross,1200,200,11-26-2018
The Light Dagger Tavern,Marlie Frank,1200,100,11-26-2018
The Quaint Adventurer Inn,Declan Butler,1300,200,11-26-2018
The Ruthless Dawg,Lena Benitez,1200,400,11-26-2018
The Sound Table,Kendall Sheppard,1400,400,11-26-2018
The Thoughtful Lion Pub,Tristin Hobbs,1300,100,11-26-2018
Mai Tai Bar,Tyrone Terrell,1400,300,11-27-2018
McGovern's Tavern,Raelynn Wright,1300,400,11-27-2018
Spirit,Natalya Shannon,1300,100,11-27-2018
The Capital Bar,Antwan Blackwell,1400,200,11-27-2018
The Carousel Bar,Kelsie Fernandez,1300,200,11-27-2018
The Fascinated Termite,Cristofer Holden,1400,300,11-27-2018
The Griswold,Dane Weiss,1300,200,11-27-2018
The Hollow Worm Pub,Lauryn Brock,1400,300,11-27-2018
The Kind Jaguar Bar,April Shepherd,1500,400,11-27-2018
The Left Scream Pub,Jaylene Strong,1200,400,11-27-2018
The Merciful Lavender,Jada Sharp,1400,400,11-27-2018
The Smart Child Tavern,Triston Ryan,1500,400,11-27-2018
The Terrible Cave Bar,Zaniyah Sanford,1400,300,11-27-2018
Tiny's Bar,Jeremiah Hanna,1300,400,11-27-2018
Prizefighter,Abbie Rivers,1500,400,11-28-2018
The Dirty Wall Pub,Nolan Tucker,1200,200,11-28-2018
The Fuzy Llama Pub,Skyler Patel,1300,100,11-28-2018
The Hissing Bees Pub,Penelope Fletcher,1200,200,11-28-2018
The Molten Llama,Kaila Bray,1500,400,11-28-2018
The Thoughtful Lion Pub,Jaxon Christensen,1300,100,11-28-2018
The Varnish,Isaiah Hess,1400,200,11-28-2018
The Velvet Tango Room,Colby Miranda,1500,300,11-28-2018
Tiki-Ti,Brittany Petty,1200,100,11-28-2018
Voodoo,Ramon Morgan,1300,400,11-28-2018
Bar Agricole,Trinity Roberson,1200,200,11-29-2018
Bar Crudo,Quinten Joseph,1300,300,11-29-2018
Dante,Rogelio Baird,1400,300,11-29-2018
Diamond Reef,Viviana Rubio,1400,100,11-29-2018
Holeman & Finch Public House,Kyleigh Mercado,1400,100,11-29-2018
Pete's Dueling Piano Bar,Paula Levine,1500,300,11-29-2018
Spirit,Elaine Mays,1300,100,11-29-2018
The Foamy Ore,River Gibson,1200,100,11-29-2018
The Ruthless Dawg,Hadassah Little,1200,400,11-29-2018
The Thin King,Ethan Barron,1200,300,11-29-2018
Bar Agricole,Karli Owens,1200,200,11-3-2018
Libertine Liquor Bar,Rocco Mcdonald,1300,300,11-3-2018
McGreevy's,Jaidyn Williams,1200,400,11-3-2018
McMahon's Public House,Aimee Miles,1400,300,11-3-2018
Molly's Shebeen,Irvin Rosales,1400,400,11-3-2018
Sweet Liberty,Anne Moses,1500,300,11-3-2018
The Alembic,Laila Bartlett,1300,200,11-3-2018
The Brewer's Art,Erin Kline,1400,100,11-3-2018
The Dubliner,Jamal Norton,1200,200,11-3-2018
The Embarrassed Goat,Grace Logan,1500,100,11-3-2018
The First Sharks Tavern,Ireland Schmitt,1200,300,11-3-2018
The Kill Devil Club,Mya Macdonald,1400,100,11-3-2018
The Lean Steed Tavern,Mathias Mosley,1200,100,11-3-2018
The Lively Tusk Bar,Christine Mcmahon,1500,200,11-3-2018
The Office,Akira Brennan,1200,100,11-3-2018
The Velvet Tango Room,Ellis Pacheco,1500,300,11-3-2018
The Whimsical Zebra Pub,Makai Herrera,1400,300,11-3-2018
Tiki-Ti,Israel Rios,1200,100,11-3-2018
Tradition,Jazmine Burke,1300,300,11-3-2018
Wang Chung's Karaoke Bar,Madison Stanton,1200,300,11-3-2018
Barmini,Alice Arroyo,1200,300,11-30-2018
Cooter Brown's Tavern,Karsyn Beasley,1300,100,11-30-2018
Pengilly's Saloon,Zachary Castaneda,1500,200,11-30-2018
Square Grouper Tiki Bar,Pedro Herman,1500,200,11-30-2018
The Detailed Horn Pub,Daniela Quinn,1300,200,11-30-2018
The Discreet Bamboo Bar,Chase Bell,1400,400,11-30-2018
The Lean Steed Tavern,Alfonso West,1200,100,11-30-2018
The Marvelous Puppy Inn,Eve Esparza,1400,100,11-30-2018
The Old Seelbach Bar,Kane Rice,1500,300,11-30-2018
The Salty Twig,Marley Gregory,1300,100,11-30-2018
The Smart Child Tavern,Colin Bailey,1500,400,11-30-2018
The Tricky Curry Tavern,Kimberly Moran,1500,300,11-30-2018
Wang Chung's Karaoke Bar,Ronald Hawkins,1200,300,11-30-2018
B.D. Riley's,Ezequiel Waller,1400,100,11-4-2018
Bit House Saloon,Itzel Young,1200,100,11-4-2018
Half Step,Ashlyn Romero,1400,300,11-4-2018
Leyenda,Mariela Middleton,1300,400,11-4-2018
Pete's Dueling Piano Bar,Areli Short,1500,300,11-4-2018
Proof,Shea Duffy,1500,300,11-4-2018
PX,Ronan Cole,1500,100,11-4-2018
Seamstress,Magdalena Becker,1300,300,11-4-2018
The Bella Union,Yosef Christian,1300,300,11-4-2018
The Dead Rabbit,Jadon Huerta,1200,200,11-4-2018
The Marvelous Puppy Inn,Harper Glass,1400,100,11-4-2018
The Reflecting Drumstick,Zander Kemp,1500,300,11-4-2018
The Rich Beard Inn,Aspen Russo,1300,200,11-4-2018
The Whispering Mushroom Bar,Monserrat Holland,1300,100,11-4-2018
Altitude Sky Lounge,Adrianna Kirk,1500,200,11-5-2018
Bar Agricole,Jamarion Farmer,1200,200,11-5-2018
Charlie Was A Sinner,Celia Rhodes,1500,200,11-5-2018
McSorley's Old Ale House,Kadence Ware,1200,300,11-5-2018
No Vacancy,Dayami Goodman,1300,100,11-5-2018
Slowly Shirley,Clarence Atkinson,1200,400,11-5-2018
The Aviary,Kasen Washington,1500,300,11-5-2018
The Bella Union,Xavier Cervantes,1300,300,11-5-2018
The Known Dragons,Audrina Francis,1400,300,11-5-2018
The Marvelous Puppy Inn,Giada Bender,1400,100,11-5-2018
The Shanty,Rafael Shaw,1300,400,11-5-2018
The Tiny Chimpanzee Bar,Ahmad Vargas,1500,100,11-5-2018
The Tricky Curry Tavern,Maximilian Frey,1500,300,11-5-2018
Ye Olde Gentlewoman Tavern,Turner Osborn,1300,100,11-5-2018
AIDA Bistro & Wine Bar,Micaela Brady,1200,300,11-6-2018
Cannon,Peter Stuart,1400,300,11-6-2018
Dante,Clayton Beltran,1400,300,11-6-2018
Leyenda,Romeo Odonnell,1300,400,11-6-2018
Social,Griffin Wilkinson,1500,100,11-6-2018
The Alien Elephant Seal Inn,Tabitha Abbott,1300,100,11-6-2018
The Beachcomber,Myah Clarke,1300,300,11-6-2018
The Detailed Horn Pub,Nola Lynn,1300,200,11-6-2018
The Hissing Cats Tavern,Nikolas Barrera,1500,200,11-6-2018
The Porter Beer Bar,Dakota Castro,1300,200,11-6-2018
The Spooky Willow Bar,Ricky Mcintosh,1400,300,11-6-2018
The Unwritten Fish Tavern,Bradyn Arnold,1300,100,11-6-2018
The Violet Hour,Tate Vance,1400,200,11-6-2018
Academia,Joe Norris,1400,200,11-7-2018
Mai Tai Bar,Micah Coffey,1400,300,11-7-2018
The Aviary,Halle Blanchard,1500,300,11-7-2018
The Carousel Bar,Raiden Walter,1300,200,11-7-2018
The Dramatic Parrots,Kylee Larsen,1400,300,11-7-2018
The Foamy Ore,Maria Brandt,1200,100,11-7-2018
The Frightened Kiwi Pub,Kadin Wise,1200,400,11-7-2018
The Known Dragons,Esmeralda Yu,1400,300,11-7-2018
The Terrible Cave Bar,Chelsea Sullivan,1400,300,11-7-2018
Bar Liquorice,Dominic Montoya,1500,300,11-8-2018
Half Step,Kale Reese,1400,300,11-8-2018
The Dubliner,Jaylee Burton,1200,200,11-8-2018
The First Sharks Tavern,Destinee Pearson,1200,300,11-8-2018
The Obedient Lyre,Zack Whitaker,1200,300,11-8-2018
The Whispering Mushroom Bar,Bradley Hinton,1300,100,11-8-2018
Yard House,Roger Serrano,1300,400,11-8-2018
Ye Olde Seagulls Tavern,Yamilet Thornton,1300,400,11-8-2018
Broken Shaker,Jett Walters,1200,400,11-9-2018
Clyde Common,Maggie Horn,1200,200,11-9-2018
Old Ebbitt Grill,Mohamed Solis,1300,200,11-9-2018
ROKC,Kierra Lamb,1200,300,11-9-2018
Spilt Milk,Cody Carney,1200,400,11-9-2018
Spirit of 77,Bianca Haney,1200,300,11-9-2018
The Defeated Angel Pub,Helena Kelley,1300,100,11-9-2018
The Fascinated Termite,Janiah Davidson,1400,300,11-9-2018
The Hawthorne,Damari Yates,1300,200,11-9-2018
The Precious Apples Bar,Natalia Tanner,1200,100,11-9-2018
The Unwritten Fish Tavern,Alannah Mckay,1300,100,11-9-2018
The Violet Hour,Blaze Mckenzie,1400,200,11-9-2018
Tommy's,Gilberto Craig,1500,100,11-9-2018
ABV,Aidyn Matthews,1300,100,12-1-2018
Altitude Sky Lounge,Christina Chandler,1500,200,12-1-2018
Bar Liquorice,Carl Patterson,1500,300,12-1-2018
Daquiri Time Out,Cara Lang,1400,400,12-1-2018
Johnny's Tavern,James Sloan,1400,400,12-1-2018
McMahon's Public House,Jacquelyn Williamson,1400,300,12-1-2018
Slowly Shirley,Ciara Heath,1200,400,12-1-2018
The Aviary,Derick Mathis,1500,300,12-1-2018
The Far Barrel Bar,Dominick Shea,1200,100,12-1-2018
The Fuzy Llama Pub,Blaine Welch,1300,100,12-1-2018
The Light Dagger Tavern,Kaylie Paul,1200,100,12-1-2018
The Merciful Lavender,Ayla Branch,1400,400,12-1-2018
The Round Castle,Dalton Levy,1500,300,12-1-2018
Callaghan's Irish Social Club,German Barker,1300,400,12-10-2018
Pete's Dueling Piano Bar,Caden Hendrix,1500,300,12-10-2018
Public House,Fiona Berg,1200,100,12-10-2018
Taste Bar,Andres Haynes,1200,400,12-10-2018
The Fancy Parrots,Jaron Duarte,1400,200,12-10-2018
The Far Away Llama,Ryland Spears,1300,100,12-10-2018
The Lying Coyote,Chana Lin,1400,300,12-10-2018
The Precious Apples Bar,Kristina Powell,1200,100,12-10-2018
Cannon,Keyon Ayala,1400,300,12-11-2018
McMahon's Public House,Lexi Patrick,1400,300,12-11-2018
Multnomah Whiskey Library,Augustus Spence,1500,300,12-11-2018
Social,Cristina Donaldson,1500,100,12-11-2018
Taste Bar,Jovan Benson,1200,400,12-11-2018
The Annoying Shark,Addison Morales,1300,200,12-11-2018
The Kind Planet Pub,Dawson Martin,1300,200,12-11-2018
The Marvelous Puppy Inn,Landyn Mann,1400,100,12-11-2018
Anvil Bar & Refuge,Soren Lambert,1400,200,12-12-2018
Dick's Place,Susan Carlson,1200,300,12-12-2018
Libertine Liquor Bar,Abram Gay,1300,300,12-12-2018
Old Ebbitt Grill,Amya Hardy,1300,200,12-12-2018
The Better Princess Pub,Deacon Marquez,1400,300,12-12-2018
The Capital Bar,Alex Shepard,1400,200,12-12-2018
The Embarrassed Hamsters Tavern,Hillary Wyatt,1400,300,12-12-2018
The Far Away Llama,Dahlia Huang,1300,100,12-12-2018
The Far Barrel Bar,Davion Marsh,1200,100,12-12-2018
The Magical Hawk,Payton Carson,1300,100,12-12-2018
The Spooky Willow Bar,Bella Mills,1400,300,12-12-2018
The Velvet Tango Room,Kaiya Cowan,1500,300,12-12-2018
The Violet Hour,Paityn Krause,1400,200,12-12-2018
The Whispering Mushroom Bar,Salma Mccarty,1300,100,12-12-2018
AIDA Bistro & Wine Bar,Angel Salas,1200,300,12-13-2018
B.D. Riley's,Sonny Lynch,1400,100,12-13-2018
Bar Agricole,Broderick Adams,1200,200,12-13-2018
Dick's Place,Simeon Kramer,1200,300,12-13-2018
Donna,Calvin Wheeler,1300,400,12-13-2018
Everson Royce Bar,Kolby Sexton,1500,300,12-13-2018
Monk's Cafe,Carla Meadows,1500,100,12-13-2018
Occidental,Kieran Pierce,1500,200,12-13-2018
Red Key Tavern,Maren Humphrey,1400,200,12-13-2018
The Thoughtful Lion Pub,Lee Reid,1300,100,12-13-2018
The Tiny Chimpanzee Bar,Konnor Melton,1500,100,12-13-2018
The Twin Stream Tavern,Maddox Vang,1500,200,12-13-2018
The Whimsical Zebra Pub,Kole Freeman,1400,300,12-13-2018
Ye Olde Gentlewoman Tavern,Kate Alexander,1300,100,12-13-2018
Altitude Sky Lounge,Yuliana Webster,1500,200,12-14-2018
Brimmer & Heeltap,Macy Kennedy,1300,100,12-14-2018
Distil,Angelina Walsh,1200,100,12-14-2018
Edna's,Jazmyn Alvarez,1500,400,12-14-2018
Galaxie,Dennis Kane,1400,100,12-14-2018
McMahon's Public House,Luis Ward,1400,300,12-14-2018
No Vacancy,Amina Ferguson,1300,100,12-14-2018
Public House,Nathaly Hughes,1200,100,12-14-2018
Seamstress,Ernesto Blake,1300,300,12-14-2018
Spirit,Kameron Chung,1300,100,12-14-2018
The Cowardly Tavern,Mauricio Saunders,1300,200,12-14-2018
The Deep Hog Pub,Malaki Rose,1400,400,12-14-2018
The Embarrassed Hamsters Tavern,Sanai Porter,1400,300,12-14-2018
The Fuzy Goat Pub,Alicia Wells,1300,100,12-14-2018
The Spooky Willow Bar,Mattie Sweeney,1400,300,12-14-2018
Trick Dog,Kaylen Curtis,1400,200,12-14-2018
Ye Olde Seagulls Tavern,Liana Shields,1300,400,12-14-2018
Bar Liquorice,Dayana Howell,1500,300,12-15-2018
Death & Company,Alexzander Luna,1200,200,12-15-2018
Diamond Reef,Julianna Harvey,1400,100,12-15-2018
McGillin's Old Ale House,Landin Peters,1400,400,12-15-2018
The Alien Knife Tavern,Lucy Guzman,1500,300,12-15-2018
The Dubliner,Royce Thomas,1200,200,12-15-2018
Wang Chung's Karaoke Bar,Gary Roberts,1200,300,12-15-2018
Bar Crudo,Trent Sanchez,1300,300,12-16-2018
Billy Sunday,Paloma Michael,1500,300,12-16-2018
French 75,Sammy Cobb,1200,300,12-16-2018
Julep,Tania Finley,1400,300,12-16-2018
Polite Provisions,Abdullah Crawford,1500,100,12-16-2018
The Aviary,Emilio Gonzales,1500,300,12-16-2018
The Electric Chicken,Emely Maynard,1500,300,12-16-2018
The Gigantic Child Pub,Moshe Navarro,1200,200,12-16-2018
The Rich Beard Inn,Jacey Page,1300,200,12-16-2018
The Slow Saxophone,Issac Stark,1400,100,12-16-2018
The Tricky Curry Tavern,Vaughn Holt,1500,300,12-16-2018
The Whimsical Cheese Bar,Makhi Figueroa,1400,400,12-16-2018
Wally's Mills Liquors,Aisha Mccormick,1500,300,12-16-2018
Yvonne's,Lina Owen,1500,200,12-16-2018
AIDA Bistro & Wine Bar,Kareem Warner,1200,300,12-17-2018
Big Bar,Paisley Sawyer,1400,400,12-17-2018
Employees Only,Kamari Bradford,1500,100,12-17-2018
French 75,Manuel Davis,1200,300,12-17-2018
Johnny's Tavern,Brynlee Hanson,1400,400,12-17-2018
Lost Lake,Daisy Henderson,1200,300,12-17-2018
Multnomah Whiskey Library,Agustin Lowery,1500,300,12-17-2018
Nick's English Hut,Jaylyn Allison,1500,400,12-17-2018
The Magical Hawk,Jimmy Wilson,1300,100,12-17-2018
The No Mad Bar,Arielle Stewart,1300,200,12-17-2018
The Salty Twig,Serenity Cabrera,1300,100,12-17-2018
The Singing Armadillo,Chaz Kim,1300,100,12-17-2018
The Twin Stream Tavern,Sean Lane,1500,200,12-17-2018
The Unusual Jackal Pub,Alissa Sosa,1400,400,12-17-2018
Academia,Scott Leblanc,1400,200,12-18-2018
Altitude Sky Lounge,Javon Rasmussen,1500,200,12-18-2018
Charlie Was A Sinner,Donavan Andrews,1500,200,12-18-2018
Mai Tai Bar,Kason Harding,1400,300,12-18-2018
Nick's English Hut,Lance Morrow,1500,400,12-18-2018
Spirit of 77,Kiara Mendez,1200,300,12-18-2018
Sweet Liberty,Marisa Burns,1500,300,12-18-2018
The Ethereal Steed Inn,Markus Koch,1500,300,12-18-2018
The Hissing Bees Pub,Raphael Cuevas,1200,200,12-18-2018
The Round Castle,Aileen Richmond,1500,300,12-18-2018
The Terrible Cave Bar,Ashley Pittman,1400,300,12-18-2018
B.D. Riley's,Kamron Rocha,1400,100,12-19-2018
Blackberry Farm,Brynn Stein,1500,400,12-19-2018
Julep,Addyson Phelps,1400,300,12-19-2018
The Better Princess Pub,Alexander Hayes,1400,300,12-19-2018
The Brewer's Art,Tripp Mcgrath,1400,100,12-19-2018
The Busy Anteater Pub,Erika Hall,1400,300,12-19-2018
The Fascinated Termite,Joselyn Garcia,1400,300,12-19-2018
The First Sharks Tavern,Rowan Soto,1200,300,12-19-2018
The Frightened Kiwi Pub,Kenny Reyes,1200,400,12-19-2018
The Hissing Cats Tavern,Sierra Small,1500,200,12-19-2018
The Itchy Ants Inn,Kristian Valentine,1400,100,12-19-2018
The Keen Vanilla Bean Inn,Kendal Bridges,1500,100,12-19-2018
The No Mad Bar,Josue Carrillo,1300,200,12-19-2018
The Pointless Rhododendron Inn,Freddy Vasquez,1500,200,12-19-2018
The Singing Armadillo,Londyn Phillips,1300,100,12-19-2018
Vena's Fizz House,Leila Riddle,1300,100,12-19-2018
Million Dollar Cowboy Bar,Kailee Stanley,1300,200,12-2-2018
Sassafras Saloon,Slade Randall,1400,400,12-2-2018
The Bar Room,Perla Anderson,1400,100,12-2-2018
The Fancy Parrots,Tiara Fox,1400,200,12-2-2018
The Hollow Book,Andy Dougherty,1300,300,12-2-2018
The Obnoxious Lobster Inn,Jaylin Reynolds,1400,400,12-2-2018
The Quaint Maple,Aryanna Price,1300,400,12-2-2018
The Smart Child Tavern,Winston Daniels,1500,400,12-2-2018
The Spooky Willow Bar,Emmalee Patton,1400,300,12-2-2018
The Twin Stream Tavern,Tomas Barajas,1500,200,12-2-2018
The Unwritten Fish Tavern,Wade Rosario,1300,100,12-2-2018
Wang Chung's Karaoke Bar,Brogan Ho,1200,300,12-2-2018
Yard House,Robert Cline,1300,400,12-2-2018
Bit House Saloon,Kennedi Stone,1200,100,12-20-2018
Brimmer & Heeltap,Desmond Mcneil,1300,100,12-20-2018
Holeman & Finch Public House,Justice Oneill,1400,100,12-20-2018
Johnny's Tavern,Tiffany Baker,1400,400,12-20-2018
King Cole Bar,Olivia Goodwin,1400,300,12-20-2018
Kon Tiki Lounge,Raul Davies,1500,300,12-20-2018
Pengilly's Saloon,Aria Aguilar,1500,200,12-20-2018
Spilt Milk,Kellen Villa,1200,400,12-20-2018
The Busy Anteater Pub,Valerie Hernandez,1400,300,12-20-2018
The Carousel Bar,Zain Stevenson,1300,200,12-20-2018
The Defeated Angel Pub,Vance Copeland,1300,100,12-20-2018
The Impolite Dagger,Ruth Garrison,1300,100,12-20-2018
The Office,Isaac Edwards,1200,100,12-20-2018
The Thin King,Case Gonzalez,1200,300,12-20-2018
ABV,Jamari Hardin,1300,100,12-21-2018
Attaboy,Simone Bradley,1400,200,12-21-2018
Club No Minors,Jaylen Mcpherson,1500,100,12-21-2018
Leyenda,Kade Blackburn,1300,400,12-21-2018
Public House,Kobe Cummings,1200,100,12-21-2018
Room 11,Abigayle Marshall,1200,200,12-21-2018
The Capital Bar,Wyatt Benjamin,1400,200,12-21-2018
The Dramatic Parrots,Charlie Flowers,1400,300,12-21-2018
The Hollow Worm Pub,Karen Everett,1400,300,12-21-2018
The Pointless Rhododendron Inn,Maximillian Merritt,1500,200,12-21-2018
The Ruthless Dawg,Savanna Love,1200,400,12-21-2018
BackBar,Francis Riley,1500,100,12-22-2018
Barnacle Bar,Orion Wolf,1400,100,12-22-2018
Goodnight Gracie,Jovanny Mccoy,1300,100,12-22-2018
Room 11,Isabella Barnett,1200,200,12-22-2018
Social,Logan Klein,1500,100,12-22-2018
The Annoying Shark,Addisyn Buckley,1300,200,12-22-2018
The Dramatic Parrots,Geovanni Dunlap,1400,300,12-22-2018
The Lean Steed Tavern,Danica Harmon,1200,100,12-22-2018
The Pointless Rhododendron Inn,Layton Todd,1500,200,12-22-2018
The Ruthless Dawg,Marlene Gibbs,1200,400,12-22-2018
Ye Olde Seagulls Tavern,Baylee Pitts,1300,400,12-22-2018
33 Taps,Neveah Kirby,1500,200,12-23-2018
Bar Liquorice,Alison Swanson,1500,300,12-23-2018
Daquiri Time Out,Fisher Gray,1400,400,12-23-2018
McSorley's Old Ale House,Kaydence Mccann,1200,300,12-23-2018
Monk's Cafe,Jerome Jarvis,1500,100,12-23-2018
Old Ebbitt Grill,Elisa Lawrence,1300,200,12-23-2018
Raven & Rose,Kelton Kelly,1500,200,12-23-2018
The Alien Elephant Seal Inn,Ingrid Blair,1300,100,12-23-2018
The Better Princess Pub,Keon Doyle,1400,300,12-23-2018
The Capital Bar,Gustavo Sherman,1400,200,12-23-2018
The Daily Hamster Inn,Rey Espinoza,1500,400,12-23-2018
The Dead Rabbit,Jaslyn Ross,1200,200,12-23-2018
The Frightened Kiwi Pub,Franklin Mclaughlin,1200,400,12-23-2018
The Hissing Bees Pub,Arturo Galloway,1200,200,12-23-2018
The Molten Llama,Lucas Caldwell,1500,400,12-23-2018
The Polo Lounge,Eddie Bass,1500,400,12-23-2018
The Sound Table,Dillon Allen,1400,400,12-23-2018
The Thin King,Zaire Wilcox,1200,300,12-23-2018
Dante,Tyrell Woods,1400,300,12-24-2018
French 75,Rachael Mcclure,1200,300,12-24-2018
Galaxie,Aylin Wolfe,1400,100,12-24-2018
McGreevy's,Avery Gross,1200,400,12-24-2018
Monk's Cafe,Marlie Frank,1500,100,12-24-2018
Occidental,Declan Butler,1500,200,12-24-2018
Proof,Lena Benitez,1500,300,12-24-2018
The Bar Room,Kendall Sheppard,1400,100,12-24-2018
The Electric Chicken,Tristin Hobbs,1500,300,12-24-2018
The Far Barrel Bar,Tyrone Terrell,1200,100,12-24-2018
The Quaint Rats,Raelynn Wright,1400,200,12-24-2018
The Singing Armadillo,Natalya Shannon,1300,100,12-24-2018
The Unusual Jackal Pub,Antwan Blackwell,1400,400,12-24-2018
The Unwritten Fish Tavern,Kelsie Fernandez,1300,100,12-24-2018
Ticonderoga Club,Cristofer Holden,1200,300,12-24-2018
Tommy's,Dane Weiss,1500,100,12-24-2018
Anvil Bar & Refuge,Lauryn Brock,1400,200,12-25-2018
Libertine Liquor Bar,April Shepherd,1300,300,12-25-2018
Monk's Cafe,Jaylene Strong,1500,100,12-25-2018
Multnomah Whiskey Library,Jada Sharp,1500,300,12-25-2018
Occidental,Triston Ryan,1500,200,12-25-2018
Pengilly's Saloon,Zaniyah Sanford,1500,200,12-25-2018
Please Don't Tell,Jeremiah Hanna,1300,400,12-25-2018
Square Grouper Tiki Bar,Abbie Rivers,1500,200,12-25-2018
The Aviary,Nolan Tucker,1500,300,12-25-2018
The Fine Lobster Bar,Skyler Patel,1500,200,12-25-2018
The Greasy Scream Pub,Penelope Fletcher,1400,100,12-25-2018
The Hawthorne,Kaila Bray,1300,200,12-25-2018
The Lying Coyote,Jaxon Christensen,1400,300,12-25-2018
The Whining Pig,Isaiah Hess,1200,300,12-25-2018
Ye Olde Seagulls Tavern,Colby Miranda,1300,400,12-25-2018
Bar Crudo,Brittany Petty,1300,300,12-26-2018
Bar Goto,Ramon Morgan,1500,400,12-26-2018
Broken Shaker,Trinity Roberson,1200,400,12-26-2018
Callaghan's Irish Social Club,Quinten Joseph,1300,400,12-26-2018
Clover Club,Rogelio Baird,1400,300,12-26-2018
Galaxie,Viviana Rubio,1400,100,12-26-2018
Million Dollar Cowboy Bar,Kyleigh Mercado,1300,200,12-26-2018
Multnomah Whiskey Library,Paula Levine,1500,300,12-26-2018
Nick's English Hut,Elaine Mays,1500,400,12-26-2018
Please Don't Tell,River Gibson,1300,400,12-26-2018
Social,Hadassah Little,1500,100,12-26-2018
Spirit,Ethan Barron,1300,100,12-26-2018
The Cowardly Tavern,Karli Owens,1300,200,12-26-2018
The Dapper Flame,Rocco Mcdonald,1500,400,12-26-2018
The Hollow Worm Pub,Jaidyn Williams,1400,300,12-26-2018
The Office,Aimee Miles,1200,100,12-26-2018
The Round Castle,Irvin Rosales,1500,300,12-26-2018
The Special Turtle Pub,Anne Moses,1300,300,12-26-2018
Tommy's,Laila Bartlett,1500,100,12-26-2018
Vesper Bar,Erin Kline,1300,400,12-26-2018
Cannon,Jamal Norton,1400,300,12-27-2018
Distil,Grace Logan,1200,100,12-27-2018
Dutch Kills,Ireland Schmitt,1500,300,12-27-2018
McGreevy's,Mya Macdonald,1200,400,12-27-2018
Proof,Mathias Mosley,1500,300,12-27-2018
Social,Christine Mcmahon,1500,100,12-27-2018
The Beachcomber,Akira Brennan,1300,300,12-27-2018
The Earthy Mind Pub,Ellis Pacheco,1200,300,12-27-2018
The Embarrassed Rabbit Bar,Makai Herrera,1200,200,12-27-2018
The Known Dragons,Israel Rios,1400,300,12-27-2018
The Sound Table,Jazmine Burke,1400,400,12-27-2018
The Spooky Willow Bar,Madison Stanton,1400,300,12-27-2018
The Terrible Cave Bar,Alice Arroyo,1400,300,12-27-2018
The Thoughtful Lion Pub,Karsyn Beasley,1300,100,12-27-2018
Bar Liquorice,Zachary Castaneda,1500,300,12-28-2018
Brimmer & Heeltap,Pedro Herman,1300,100,12-28-2018
Clyde Common,Daniela Quinn,1200,200,12-28-2018
Death & Company,Chase Bell,1200,200,12-28-2018
Maison Premiere,Alfonso West,1400,300,12-28-2018
Seamstress,Eve Esparza,1300,300,12-28-2018
The Fancy Parrots,Kane Rice,1400,200,12-28-2018
The Far Barrel Bar,Marley Gregory,1200,100,12-28-2018
The Hissing Cats Tavern,Colin Bailey,1500,200,12-28-2018
The Light Dagger Tavern,Kimberly Moran,1200,100,12-28-2018
The Quaint Rats,Ronald Hawkins,1400,200,12-28-2018
The Spooky Willow Bar,Ezequiel Waller,1400,300,12-28-2018
Barnacle Bar,Itzel Young,1400,100,12-29-2018
Distil,Ashlyn Romero,1200,100,12-29-2018
Dram & Grain,Mariela Middleton,1400,100,12-29-2018
McGovern's Tavern,Areli Short,1300,400,12-29-2018
McSorley's Old Ale House,Shea Duffy,1200,300,12-29-2018
The Alien Elephant Seal Inn,Ronan Cole,1300,100,12-29-2018
The Defeated Angel Pub,Magdalena Becker,1300,100,12-29-2018
The Fine Lobster Bar,Yosef Christian,1500,200,12-29-2018
The Hissing Cats Tavern,Jadon Huerta,1500,200,12-29-2018
The Itchy Ants Inn,Harper Glass,1400,100,12-29-2018
The Kind Jaguar Bar,Zander Kemp,1500,400,12-29-2018
The Marvelous Puppy Inn,Aspen Russo,1400,100,12-29-2018
Barmini,Monserrat Holland,1200,300,12-3-2018
Brimmer & Heeltap,Adrianna Kirk,1300,100,12-3-2018
Callaghan's Irish Social Club,Jamarion Farmer,1300,400,12-3-2018
Clover Club,Celia Rhodes,1400,300,12-3-2018
French 75,Kadence Ware,1200,300,12-3-2018
McGovern's Tavern,Dayami Goodman,1300,400,12-3-2018
Spirit,Clarence Atkinson,1300,100,12-3-2018
The Hissing Cats Tavern,Kasen Washington,1500,200,12-3-2018
The Keen Vanilla Bean Inn,Xavier Cervantes,1500,100,12-3-2018
The Lying Coyote,Audrina Francis,1400,300,12-3-2018
The Marvelous Puppy Inn,Giada Bender,1400,100,12-3-2018
The Quaint Maple,Rafael Shaw,1300,400,12-3-2018
The Shaking Leg Tavern,Ahmad Vargas,1400,100,12-3-2018
McGillin's Old Ale House,Maximilian Frey,1400,400,12-30-2018
McGovern's Tavern,Turner Osborn,1300,400,12-30-2018
