2062,1730,10/18/2018,Maleah Bryant,The Kind Planet Pub
2063,2115,1/25/2018,Elliott Hodge,The Thin King
2066,1445,8/26/2018,Maria Hill,Mai Tai Bar
2068,1830,3/8/2018,Karson Alvarado,The Fuzy Goat Pub
207,2000,11/3/2018,Cullen Fitzgerald,The Office
2070,130,1/9/2018,Helen Oliver,The Whimsical Zebra Pub
2072,145,10/26/2018,Kyle Berg,The Wet Grape Tavern
2073,1530,2-30-2018,Douglas Schwartz,McGillin's Old Ale House
2074,1730,11/14/2018,Keyon Suarez,The Capital Bar
2075,1715,1/3/2018,Quincy Gay,Leyenda
2077,1430,1/8/2018,Mariah Quinn,The Better Princess Pub
2078,15,1/13/2018,Jaelyn Carney,Salty Dawg Saloon
2079,130,4/22/2018,Susan Mcneil,Weather Up
208,1745,12/14/2018,Guadalupe Bray,Galaxie
2080,1730,3/25/2018,Aryan Farmer,Slowly Shirley
2081,1715,8/4/2018,Simon Hall,The Shanty
2083,2130,7/7/2018,Eli Day,The Slow Saxophone
2084,2230,1/22/2018,Damien Aguirre,The Quaint Maple
2085,1330,10/18/2018,Nicholas Wilkins,McSorley's Old Ale House
2086,1530,12/10/2018,Tori West,The Fancy Parrots
2087,1245,10/15/2018,Cierra Wallace,Salty Dawg Saloon
2088,1345,8/9/2018,Conner Joyce,The Far Barrel Bar
2089,330,1/2/2018,Jane Powell,The Quaint Maple
209,145,2/19/2018,Avery Neal,Tradition
2090,2200,8/24/2018,Morgan Noble,Spirit of 77
2091,330,11/28/2018,Sage Ponce,Voodoo
2092,1945,7/30/2018,Bianca Graves,McGovern's Tavern
2094,145,8/1/2018,Cindy Chang,The Kind Jaguar Bar
2095,130,3/20/2018,Emely Fischer,The Dubliner
2097,1830,12/21/2018,Jaylene Swanson,Club No Minors
2098,1330,9/23/2018,Belen Kerr,The Defeated Angel Pub
2099,2145,11/24/2018,Jaylen Hebert,Blackberry Farm
21,1815,1/10/2018,Tess Shah,The Odd Snail Tavern
210,1615,3/3/2018,Melina Chaney,The Sound Table
2100,1445,3/14/2018,Paula Lamb,The Bouncy Bat Bar
2103,1715,11/1/2018,Aisha Curry,Molly's Shebeen
2104,1615,9/24/2018,Henry Taylor,The Stormy Cod Bar
2105,1900,1/16/2018,Essence Myers,Half Step
2107,2145,6/13/2018,Kali Nash,The Unusual Jackal Pub
2109,2115,6/4/2018,Katrina Garner,The Baldwin
211,1430,12/5/2018,Esperanza Rubio,Spilt Milk
2110,2215,9/5/2018,Gia Rasmussen,The Marvelous Puppy Inn
2112,115,8/16/2018,Lana Frederick,The Dirty Wall Pub
2113,100,6/17/2018,Spencer Schroeder,The Hissing Bees Pub
2114,2245,3/3/2018,Ulises Padilla,The Discreet Bamboo Bar
2115,2000,5/18/2018,Edwin Wolf,The Dirty Wall Pub
2117,2345,12/23/2018,Mariyah Mccarthy,Daquiri Time Out
2118,2145,2/1/2018,German Ingram,Social
2119,1945,4/18/2018,Seamus Winters,The Wayland
212,15,4/8/2018,Joe Mckee,Taste Bar
2120,2230,10/19/2018,Branson Crawford,Distil
2121,2000,1/8/2018,Kaelyn Jordan,BlackTail
2122,2115,5/11/2018,Ernesto Peck,Altitude Sky Lounge
2123,1630,10/18/2018,Messiah Daniels,The Busy Anteater Pub
2125,2200,6/16/2018,Alyson Whitaker,B.D. Riley's
2127,2345,11/26/2018,Hector Mccullough,The Light Dagger Tavern
2128,2230,10/26/2018,Nevaeh Sellers,The Fancy Parrots
2129,2315,4/20/2018,Selena Pugh,The Diamond Star Bar
213,30,11/16/2018,Francesca Werner,The Embarrassed Rabbit Bar
2130,2315,10/21/2018,Chandler Moyer,The Rare Inn
2132,1915,6/24/2018,Keyla Mcdowell,The Polo Lounge
2135,1615,4/14/2018,Douglas Schwartz,Johnny's Tavern
2137,0,12/3/2018,Madisyn Roach,The Shaking Leg Tavern
2138,2100,2/18/2018,Jeffery Sosa,Sweet Liberty
2139,2215,2/12/2018,Carson Williams,Please Don't Tell
214,245,10/29/2018,Cierra Wallace,Cannon
2140,15,7/11/2018,Anderson Haas,The Bouncy Bat Bar
2142,1515,3/26/2018,Chelsea Sharp,Multnomah Whiskey Library
2143,1445,12/2/2018,Keyon Suarez,Yard House
2144,2130,1/22/2018,Vanessa Saunders,The Hissing Bees Pub
2145,45,7/4/2018,Jacqueline Lester,Leyenda
2147,1430,5/1/2018,Jorden Tran,The Singing Armadillo
2148,1730,4/24/2018,Adan Dorsey,Square Grouper Tiki Bar
2149,200,12/27/2018,Kyan Villanueva,McGreevy's
215,2315,9/13/2018,Karly Costa,The Salty Twig
2150,345,9/18/2018,Kasey Browning,Callaghan's Irish Social Club
2151,230,6/25/2018,Alyson Whitaker,The Dapper Flame
2153,1815,7/24/2018,Simon Hall,Dram & Grain
2154,2330,7/15/2018,Natalya Hart,The Discreet Bamboo Bar
2155,1900,2/15/2018,Sariah Vaughn,The Marvelous Puppy Inn
2156,1700,7/23/2018,Anya Jarvis,Distil
2157,1745,9/15/2018,Dane Harmon,Trick Dog
2158,2030,1/3/2018,Nico Valencia,Maison Premiere
216,2115,7/4/2018,Cullen Fitzgerald,The Kill Devil Club
2160,1745,1/21/2018,Dwayne Dawson,The German Table Tavern
2161,1715,2/3/2018,Derrick Mack,The Dapper Flame
2162,1930,10/24/2018,Jane Powell,The Rich Beard Inn
2164,1630,9/28/2018,Brycen Carson,The Dark Melon Tavern
2165,2130,10/2/2018,George Villa,Barnacle Bar
2168,2030,7/20/2018,Lexie Obrien,Public House
2169,1545,11/11/2018,Gilberto Bullock,The Unwritten Fish Tavern
217,1700,5/22/2018,Kasey Browning,The Velvet Tango Room
2170,100,9/15/2018,Eliezer Lawrence,Bar Goto
2171,2145,4/13/2018,Izaiah Nguyen,The Hissing Bees Pub
2173,2300,7/26/2018,Mercedes Thompson,The Singing Armadillo
2174,2100,3/3/2018,Micheal Barrett,The Round Castle
2175,1830,3/22/2018,Santiago Humphrey,Multnomah Whiskey Library
2176,1700,6/2/2018,Deacon Lane,Tiny's Bar
2177,1800,2/27/2018,Melissa Stokes,The Kill Devil Club
2178,1745,7/13/2018,Harley Woodward,The Salty Twig
2179,1445,6/4/2018,Adan Dorsey,The Spooky Willow Bar
218,230,7/20/2018,Kyler Conrad,The Obedient Lyre
2180,1615,12/1/2018,Weston Vasquez,McMahon's Public House
2182,2030,11/6/2018,Reed Campbell,Social
2183,215,11/20/2018,Cesar Avery,McMahon's Public House
2185,2115,1/7/2018,Luna Gomez,The Far Away Llama
2186,1830,4/1/2018,Esther Lewis,The Different Lemon Inn
2187,30,1/22/2018,Jax Ayala,The Frightened Kiwi Pub
2188,15,3/17/2018,Jillian Fuller,Molly's Shebeen
2189,130,3/5/2018,Carolina Bates,Nick's English Hut
219,2100,6/24/2018,Mateo Woodard,B.D. Riley's
2190,315,11/2/2018,Paige Terry,Taste Bar
2191,130,8/28/2018,Mitchell Lin,The First Sharks Tavern
2194,2300,7/24/2018,Julia Hooper,The Quaint Adventurer Inn
2195,30,6/27/2018,Theresa Matthews,The Slow Saxophone
2196,2000,7/26/2018,Emilia Montgomery,Diamond Reef
2199,1500,3/28/2018,Marely Horn,The Marvelous Puppy Inn
22,2200,6/17/2018,Cherish Reeves,The Keen Vanilla Bean Inn
220,1930,6/25/2018,Kianna Wade,Milk Room
2201,2000,6/9/2018,Ashly Herman,The Earthy Mind Pub
2202,1715,11/16/2018,Darnell Monroe,The Reflecting Drumstick
2203,1545,3/8/2018,Lyric Odom,Apotheke
2205,2100,9/17/2018,Bo Mathews,Milk Room
2206,0,4/26/2018,Adonis Fernandez,Lost Lake
2207,330,7/27/2018,Jonathan Park,Molly's Shebeen
2208,1445,6/20/2018,Shayna Downs,The Different Lemon Inn
2209,1815,11/13/2018,Caleb Stone,Galaxie
221,2030,2/18/2018,Jocelyn Blair,The Hollow Worm Pub
2210,2300,1/7/2018,Taliyah Mayo,The Spooky Willow Bar
2211,1845,3/23/2018,Esther Lewis,Death & Company
2214,1415,9/10/2018,Keon Collins,The Precious Apples Bar
2216,30,6/5/2018,Holden Mcconnell,Kon Tiki Lounge
2217,1830,10/20/2018,Sonny Allen,The Defeated Angel Pub
2218,1700,2/23/2018,Christopher Manning,AIDA Bistro & Wine Bar
2219,2330,5/18/2018,Jaylee Harrison,The Bella Union
222,2145,9/20/2018,Kiley Macias,Tiny's Bar
2220,1800,2/23/2018,Rebecca Jenkins,The Gigantic Child Pub
2222,1815,5/3/2018,Raina Solomon,Trick Dog
2223,1815,11/11/2018,Gerardo Castillo,The Quaint Adventurer Inn
2225,15,2/13/2018,Logan Daugherty,Daquiri Time Out
2226,0,2/12/2018,Isis Leblanc,The Twin Stream Tavern
2227,1600,1/8/2018,Nigel Skinner,The Alembic
2228,0,1/22/2018,Jamarcus Payne,The Kind Jaguar Bar
2229,1730,1/4/2018,Jaylin Reese,The Shanty
223,1530,12/19/2018,Christian Pena,The Hissing Cats Tavern
2230,1645,1/19/2018,Waylon Foley,The Superb Drum Bar
2231,245,6/7/2018,Payton Cooper,The Polo Lounge
2232,2145,7/4/2018,Rene Bridges,The Round Castle
2233,2300,1/29/2018,Jacey Acevedo,Milk Room
2234,45,10/13/2018,Liberty Dougherty,The Hollow Worm Pub
2235,130,12/8/2018,Gretchen Koch,The Beachcomber
2236,1545,2/24/2018,Johanna Murillo,Lost Lake
2238,130,3/28/2018,Tyrone Green,Occidental
2239,1945,3/29/2018,Katrina Garner,Altitude Sky Lounge
224,1700,4/14/2018,Zachary Zhang,King Cole Bar
2241,2015,7/27/2018,Eduardo Garrison,Apotheke
2245,2015,4/25/2018,Maleah Bryant,The Marvelous Puppy Inn
2246,2030,8/2/2018,Payton Cooper,The Embarrassed Goat
2248,1930,10/21/2018,Malakai Randolph,Dante
2249,30,12/2/2018,Sara Bartlett,The Quaint Maple
225,1300,4/17/2018,Gabriel Olsen,The Creepy Snake Tavern
2250,2100,4/27/2018,Myles Johns,The Fuzy Llama Pub
2252,1530,9/14/2018,Marques Mccann,The Impolite Dagger
2253,1800,12/26/2018,Adalyn Goodwin,Million Dollar Cowboy Bar
2254,1800,12/1/2018,Kyra Olson,The Round Castle
2255,1545,10/21/2018,Callie Becker,Half Step
2256,2230,11/23/2018,Rose Mahoney,The Far Away Llama
2257,100,3/9/2018,Dane Harmon,The Dirty Wall Pub
2258,2015,2/14/2018,Alexander Schmidt,The Griswold
2259,145,7/3/2018,Andy Barajas,Proof
226,1615,5/14/2018,Monique Pittman,Sweet Liberty
2261,2145,6/14/2018,Alina Russell,The Fuzy Llama Pub
2262,30,5/2/2018,Keon Collins,33 Taps
2263,1545,12/16/2018,Karsyn Curtis,The Gigantic Child Pub
2265,2215,2/19/2018,Ahmed Cohen,The Reflecting Drumstick
2268,1915,2/22/2018,Jadiel Clements,Ye Olde Gentlewoman Tavern
227,1430,4/9/2018,Tyshawn Maldonado,Tiny's Bar
2270,2330,2/22/2018,Pierre Morgan,Holeman & Finch Public House
2271,1615,11/30/2018,Dania Choi,Square Grouper Tiki Bar
2272,130,5/29/2018,Leonard Boyd,Libertine Liquor Bar
2273,1445,7/18/2018,Aiyana Watts,Holeman & Finch Public House
2275,2045,10/28/2018,Mckinley Mcmillan,The Obnoxious Lobster Inn
2276,1515,10/24/2018,Camilla Boyle,The Busy Anteater Pub
2278,2100,11/22/2018,Angelo Nelson,The Carousel Bar
2279,1930,10/15/2018,Lorelai Mayer,Clover Club
228,1700,6/25/2018,Emilia Montgomery,Range
2280,1600,3/3/2018,Ariana Erickson,Brimmer & Heeltap
2282,2100,11/21/2018,Derick Bauer,The Ethereal Steed Inn
2284,2245,1/7/2018,Joel Haney,The Reflecting Drumstick
2285,2015,9/22/2018,Zachary Zhang,Polite Provisions
2286,0,4/10/2018,Lauren Cantu,The Far Away Llama
2287,1830,3/23/2018,Keyon Suarez,Apotheke
2288,2230,9/8/2018,Bryan Henry,BlackTail
2289,2215,3/26/2018,Matteo Li,The Rare Inn
2290,1915,3/11/2018,Alejandra Yu,The Tiny Chimpanzee Bar
2291,1600,3/1/2018,Lilly Madden,The Wayland
2293,1500,8/22/2018,Braylon Hanna,The Lying Coyote
2294,2030,5/25/2018,Jaylyn Grant,Please Don't Tell
2295,2000,1/3/2018,Mariah Quinn,33 Taps
2298,1915,6/4/2018,Francesca Werner,The Molten Llama
23,15,10/8/2018,Dante Larson,The Lying Coyote
2300,45,2/13/2018,Jude Strong,Pengilly's Saloon
2301,1815,5/25/2018,Steven Santiago,The Dark Melon Tavern
2302,1430,10/25/2018,Esperanza Rubio,McMahon's Public House
2303,2300,3/6/2018,Shawn Chapman,The Quaint Maple
2304,2115,3/23/2018,Makhi Cain,The Magdalenae Room
2305,2315,4/30/2018,Tyson Rangel,The Embarrassed Goat
2306,2245,1/4/2018,Chase Wise,The Better Princess Pub
2307,1645,1/25/2018,Jakob Morrow,The Upstairs Bar
2308,2245,8/15/2018,Nicholas Wilkins,Taste Bar
231,2245,8/30/2018,Christina Galvan,Gooski's
2310,1645,11/14/2018,Kelton Salinas,Molly's Shebeen
2311,2030,5/12/2018,Lucas Berger,Cannon
2312,1715,6/10/2018,Brenden Blackwell,Multnomah Whiskey Library
2313,2145,8/17/2018,Justus Price,Mace
2314,2115,8/5/2018,Jaliyah Klein,The Upstairs Bar
2315,1615,9/15/2018,Leslie Hess,The Capital Bar
2316,115,7/9/2018,Titus Henderson,McGillin's Old Ale House
2317,2045,1/12/2018,Van Sherman,The Precious Apples Bar
2318,1645,2/21/2018,Santino Valdez,The Kind Jaguar Bar
2319,1430,5/21/2018,London Christensen,Clyde Common
2320,1515,8/16/2018,Charlie Ashley,PX
2321,2145,8/28/2018,Ethan Wiley,33 Taps
2322,1530,2/13/2018,Izabella Dodson,Libertine Liquor Bar
2323,2245,10/9/2018,Yasmine Marquez,Wally's Mills Liquors
2327,1300,6/3/2018,Craig Bush,Ticonderoga Club
2328,1345,12/28/2018,Romeo Charles,Seamstress
2329,2330,12/21/2018,Marquise Raymond,Public House
233,230,4/29/2018,Kenny Pruitt,Voodoo
2330,2330,6/11/2018,Branson Crawford,Johnny's Tavern
2332,2315,10/28/2018,Ross Singleton,The Better Princess Pub
2333,2115,7/5/2018,Kellen Mitchell,The Daily Hamster Inn
2335,1745,11/28/2018,Nico Valencia,The Varnish
2336,2045,6/14/2018,Xzavier Hughes,The Kill Devil Club
2337,2245,2/25/2018,Camille Chung,Broken Shaker
2338,1445,10/13/2018,Laura Finley,The Embarrassed Rabbit Bar
2339,0,10/26/2018,Darnell Monroe,Everson Royce Bar
234,245,3/27/2018,Ayanna Mcguire,The Electric Chicken
2340,1415,9/15/2018,Alijah Patterson,The Alembic
2341,1345,4/30/2018,Damaris Gilmore,Prairie School
2342,2015,10/28/2018,Maia Terrell,Voodoo
2343,2145,12/8/2018,Lorelai Mayer,The Hollow Worm Pub
2344,2330,9/9/2018,Kayden Fuentes,Molly's Shebeen
2345,1600,5/8/2018,Bailey Hensley,Charlie Was A Sinner
2346,230,1/3/2018,Lorelei Leonard,The Thin King
2347,1445,6/27/2018,Genesis Frye,Brimmer & Heeltap
2348,30,9/6/2018,Alessandro Potter,Bar Crudo
2349,2245,10/13/2018,Natasha Salas,The Known Dragons
235,1700,2/26/2018,Adison Pineda,The Fascinated Termite
2350,1615,3/7/2018,Saniyah Brown,The Beautiful Snowdrop Tavern
2352,1815,11/15/2018,Judah Luna,The First Sharks Tavern
2353,2100,4/25/2018,Jeffery Sosa,McGreevy's
2354,30,5/10/2018,Rhianna Riggs,The Odd Snail Tavern
2356,1800,5/22/2018,Porter Moreno,The Embarrassed Goat
2357,230,7/30/2018,Philip Garza,George & Dragon
2358,1445,7/28/2018,Talon Wells,McGillin's Old Ale House
2359,2215,1/17/2018,Savannah Stafford,Yard House
236,230,5/5/2018,Mario Rowland,George & Dragon
2360,2130,3/12/2018,Philip Garza,Half Step
2361,45,5/4/2018,Eduardo Garrison,Mario's Fishbowl
2362,315,6/27/2018,Bruce Watkins,Vesper Bar
2363,2000,1/29/2018,Bridger Garrett,BackBar
2364,330,2/16/2018,Antony Lindsey,The Discreet Bamboo Bar
2365,2015,5/8/2018,Kali Nash,Dick's Place
2366,2330,9/16/2018,Ashly Herman,Cannon
2367,1815,2/5/2018,Corey Schultz,B.D. Riley's
2368,1530,8/21/2018,Kathy Alexander,The First Sharks Tavern
2369,1515,11/22/2018,Lila Adams,Yard House
237,1615,10/30/2018,Jazlynn Thomas,The Beautiful Snowdrop Tavern
2371,2315,1/12/2018,Adonis Fernandez,The Odd Snail Tavern
2372,1700,8/15/2018,Lamont Fitzpatrick,Clover Club
2373,15,10/5/2018,Van Sherman,The Office
2374,100,2/14/2018,Dillan Black,Vesper Bar
2375,15,8/16/2018,Darrell Vance,The Alembic
2376,2300,1/8/2018,Kristen Cowan,The Aviary
2377,1830,1/25/2018,Aldo Carrillo,The Odd Snail Tavern
2379,1815,7/18/2018,Keyon Suarez,The Fascinated Termite
238,1300,10/11/2018,Cherish Reeves,The Dark Melon Tavern
2381,2230,9/2/2018,Esperanza Rubio,The Embarrassed Hamsters Tavern
2382,1830,9/21/2018,River Higgins,Employees Only
2384,2145,9/13/2018,Leanna Osborn,Spirit of 77
2385,45,5/12/2018,Jermaine Barr,The Hawthorne
2388,2130,5/12/2018,Ireland Bird,The Twin Stream Tavern
2389,1730,2/19/2018,Jacey Acevedo,Goodnight Gracie
2390,215,4/10/2018,Emma Waller,The Smart Child Tavern
2391,2015,8/14/2018,Manuel Hopkins,The Carousel Bar
2393,1630,2/21/2018,Aryan Farmer,The Keen Vanilla Bean Inn
2394,30,5/22/2018,Yuliana Mclaughlin,Million Dollar Cowboy Bar
2395,1715,1/2/2018,Thalia Cortez,The Obnoxious Lobster Inn
2396,1815,1/6/2018,Junior Bentley,Ye Olde Seagulls Tavern
2398,1800,11/1/2018,Carlee Blake,Brimmer & Heeltap
24,1400,3/4/2018,Tucker Anderson,The Embarrassed Rabbit Bar
240,2200,2/8/2018,Kathy Alexander,The Wet Grape Tavern
2401,2315,4/26/2018,Waylon Foley,The Spooky Willow Bar
2403,1600,3/1/2018,Chance Shannon,Edna's
2404,2230,3/25/2018,Maxim Mercer,The Tricky Curry Tavern
2405,2300,2/12/2018,Sebastian Fisher,The Dead Rabbit
2406,2130,3/5/2018,Julianne Burnett,Apotheke
2407,130,6/21/2018,Kenny Pruitt,Wally's Mills Liquors
2409,1530,11/1/2018,Walker Duffy,The Embarrassed Rabbit Bar
241,1515,9/3/2018,Jonathan Park,The Salty Twig
2410,1730,9/10/2018,Finnegan Lara,Yard House
2412,2015,12/9/2018,Jamya Levy,Big Bar
2413,1900,2/19/2018,Bianca Graves,B.D. Riley's
2414,1815,4/12/2018,Charlie Ashley,The Hissing Bees Pub
2415,1830,7/25/2018,Janessa Horton,The Alien Knife Tavern
2416,115,3/18/2018,Harper Moses,The Safe Moustache
2417,1900,1/19/2018,Elliot Harris,The Rare Inn
2418,1315,12/15/2018,Amina George,Death & Company
2419,1530,1/15/2018,Aileen Dalton,The Bouncy Bat Bar
242,2030,3/3/2018,Amya Todd,Bar Agricole
2422,1330,7/7/2018,Noel Wu,The Hawthorne
2423,2345,2/1/2018,Jamiya Davenport,The Ruthless Dawg
2425,2315,6/24/2018,Darien Lowery,Edna's
2426,1515,1/7/2018,Ariel Zamora,The Lying Coyote
2429,1815,10/14/2018,Belen Kerr,Pete's Dueling Piano Bar
243,2145,7/6/2018,Liam Hale,The Silver Dollar
2431,130,1/24/2018,Dana Ferguson,Prizefighter
2432,1515,12/4/2018,Alanna Pratt,Prizefighter
2433,1715,12/19/2018,Crystal Tate,The Brewer's Art
2434,1500,11/26/2018,Jaycee Benson,The Thoughtful Lion Pub
2435,2015,4/23/2018,Braylon Hanna,Edna's
2436,1745,3/28/2018,Elliana Ball,Prizefighter
2437,1400,3/6/2018,Brenden Blackwell,Bar Crudo
2438,100,8/13/2018,Charlie Ashley,The Hawthorne
2439,2100,6/7/2018,Johan Kelley,The Daily Hamster Inn
244,2345,10/6/2018,Seamus Winters,ABV
2441,215,11/27/2018,Shiloh Tapia,The Smart Child Tavern
2442,2245,2/26/2018,Felipe House,Molly's Shebeen
2443,1730,10/9/2018,Emmanuel French,The Better Princess Pub
2446,2245,4/2/2018,Landin Hurst,The Precious Apples Bar
2447,130,7/16/2018,Jocelyn Blair,The Kind Jaguar Bar
2449,1345,7/29/2018,Lina Shea,Range
245,100,6/23/2018,Cordell Orr,Prairie School
2450,1245,1/28/2018,Phillip Wilson,Room 11
2451,2345,8/17/2018,Alisa Hansen,The Hissing Bees Pub
2452,1615,10/22/2018,Kelton Salinas,The Embarrassed Hamsters Tavern
2453,1800,2/28/2018,Sadie Church,The Hawthorne
2454,1230,1/26/2018,Tori West,ROKC
2455,1915,9/16/2018,Davon Oneill,The Velvet Tango Room
2456,2300,3/10/2018,Makenzie Gamble,The Fancy Parrots
2457,1800,2/13/2018,Brian Fleming,PX
2459,130,12/2/2018,Abbey Ellis,The Fancy Parrots
246,2245,2/6/2018,Yasmine Marquez,The Ruthless Dawg
2460,115,2/18/2018,Tobias Burch,The Lively Tusk Bar
2461,1545,11/18/2018,Jonathan Park,Cannon
2462,1715,11/21/2018,Yamilet Rivers,Frankie's Downtown
2463,2100,11/15/2018,Hudson Bradford,The Capital Bar
2464,2130,12/11/2018,Micheal Barrett,The Annoying Shark
2465,2115,10/6/2018,Gloria Mills,The Terrible Cave Bar
2466,1745,12/27/2018,Khalil King,The Embarrassed Rabbit Bar
2467,1630,8/8/2018,Landyn Pope,PX
247,1530,6/15/2018,Calvin Tanner,Frankie's Downtown
2470,45,10/16/2018,Marilyn Kirby,Employees Only
2471,2345,12/29/2018,Davon Oneill,The Marvelous Puppy Inn
2472,1630,3/17/2018,Georgia Boone,George & Dragon
2473,2030,9/27/2018,Donavan Moody,Frankie's Downtown
2474,1515,6/26/2018,Stephen Baird,Ye Olde Gentlewoman Tavern
2475,115,3/27/2018,Felipe House,Range
2476,2130,1/14/2018,Jazlyn Reid,Academia
2477,2200,9/3/2018,Leonidas Huerta,The Gigantic Child Pub
2479,2130,1/25/2018,Iyana Abbott,The Quaint Stag
248,145,11/3/2018,Aidan Dean,Wang Chung's Karaoke Bar
2480,1400,8/6/2018,Jenny Reilly,Bit House Saloon
2481,30,4/29/2018,Skyler Figueroa,Seamstress
2482,1715,12/13/2018,Leilani Carpenter,Bar Agricole
2483,1930,6/11/2018,Madilyn Hudson,Broken Shaker
2484,1730,8/17/2018,Rafael Floyd,The Round Castle
2485,2015,10/27/2018,Brycen Carson,The Ethereal Steed Inn
2488,2200,10/11/2018,Kira Mcknight,ABV
2489,1700,12/23/2018,Brock Best,The Better Princess Pub
249,1845,2/9/2018,Mylie Waters,McGreevy's
2490,1630,2/10/2018,Jaron Dyer,The Aggressive Piano Tavern
2491,1500,1/6/2018,Felicity Meadows,The Whispering Mushroom Bar
2492,1345,5/1/2018,Deacon Lane,The Diamond Star Bar
2493,1445,8/4/2018,Karissa Cherry,The Diamond Star Bar
2494,2030,9/9/2018,Shayna Downs,The Office
2495,130,11/18/2018,Drake Bell,McGovern's Tavern
2497,2145,1/28/2018,Lyric Odom,The Faint Stream
2498,45,9/1/2018,Zain Porter,The Ruthless Dawg
25,145,9/7/2018,Adeline Durham,The Lively Tusk Bar
250,30,5/25/2018,Bryson Cox,Social
2501,2100,8/3/2018,Valentina Decker,Yard House
2503,45,12/29/2018,Ross Singleton,The Itchy Ants Inn
2504,1500,7/12/2018,Lucas Berger,Milk Room
2505,1245,3/23/2018,Alexa Ferrell,The Lean Steed Tavern
2506,1800,1/1/2018,Athena Moran,The Quaint Stag
2507,2145,1/23/2018,Asia Duke,Ye Olde Seagulls Tavern
2508,145,8/24/2018,Liam Hale,The Obnoxious Lobster Inn
2509,1930,8/3/2018,Irene Zimmerman,Occidental
251,2330,6/29/2018,Andy Barajas,The Kind Planet Pub
2510,1930,12/18/2018,Chance Shannon,Altitude Sky Lounge
2512,200,3/12/2018,Samuel Mcclure,Spilt Milk
2513,0,1/21/2018,Ruby Hawkins,Charlie Was A Sinner
2514,200,12/7/2018,Alexzander Spencer,Barmini
2515,2215,7/7/2018,Gerardo Castillo,Square Grouper Tiki Bar
2516,2145,5/1/2018,Jocelynn Davis,Yard House
2517,1530,11/21/2018,Meredith Glenn,Beach Tree Bar
2518,1715,1/1/2018,Porter Moreno,The Office
2519,2230,4/15/2018,Ivy Underwood,The No Mad Bar
252,2230,12/21/2018,Larry Armstrong,Leyenda
2520,1545,3/24/2018,Ahmad Blanchard,The Molten Llama
2521,1845,8/21/2018,Trevin Hoover,Prizefighter
2522,130,10/29/2018,Trinity Morrison,Apotheke
2523,1900,5/26/2018,Grant Cummings,Cafe D'Mongo's Speakeasy
2525,1330,8/15/2018,Aliana Bond,Ye Olde Gentlewoman Tavern
2526,1345,4/6/2018,Jaslyn Mclean,Bar Agricole
2527,1915,1/29/2018,Kailyn Perkins,The Dramatic Parrots
2529,1430,12/22/2018,Deshawn Steele,Ye Olde Seagulls Tavern
253,1845,8/25/2018,Dillon Rodriguez,Cooter Brown's Tavern
2530,2145,4/28/2018,Myles Johns,The Frightened Kiwi Pub
2531,30,6/16/2018,Hassan Brandt,The Hawthorne
2532,45,7/5/2018,Chace Vargas,Dram & Grain
2534,200,9/18/2018,Angela Landry,The Earthy Mind Pub
2535,1830,6/22/2018,Miah Rosales,The Precious Apples Bar
2538,45,10/20/2018,Kian Mercado,The Fascinated Termite
2539,2145,7/18/2018,Angelica Cameron,Billy Sunday
2540,1715,3/29/2018,Kristen Cowan,Milk Room
2541,2330,10/7/2018,Hudson Bradford,Million Dollar Cowboy Bar
2543,1915,3/20/2018,Charlotte Barnes,The Obedient Lyre
2544,1615,12/29/2018,Maia Terrell,Barnacle Bar
2546,2330,8/7/2018,Rayne Bowman,Cafe D'Mongo's Speakeasy
2548,2045,3/18/2018,Mike Ortega,The Magdalenae Room
2549,1545,4/28/2018,Maeve Ramsey,The Beautiful Snowdrop Tavern
255,1415,11/10/2018,Romeo Charles,Spilt Milk
2550,2215,3/26/2018,Ashly Herman,The Hawthorne
2551,1830,8/6/2018,Lane Phillips,Tradition
2552,1815,10/4/2018,Josie Horne,Tradition
2553,1645,5/1/2018,Elle Case,Anvil Bar & Refuge
2554,1830,2/27/2018,Amya Todd,The Bouncy Bat Bar
2555,1645,12/15/2018,Mark Beltran,The Dubliner
2558,2330,8/25/2018,Myles Johns,The Beautiful Snowdrop Tavern
2559,1615,12/27/2018,Aimee Walter,The Thoughtful Lion Pub
256,2300,10/1/2018,Emmett Gillespie,The Far Barrel Bar
2560,1600,5/16/2018,Noe Harrell,Robert's Western World
2561,2115,4/16/2018,Kiersten Ramos,The Obedient Lyre
2562,1730,8/14/2018,Mireya Stuart,Diamond Reef
2563,1715,4/18/2018,Shania Jennings,The Singing Armadillo
2564,1715,4/18/2018,Issac Rhodes,The Sound Table
2565,1745,8/27/2018,Margaret Bright,Barmini
2567,1815,2/8/2018,Henry Taylor,The Alien Knife Tavern
2568,1915,9/12/2018,Jamarcus Payne,Red Key Tavern
257,1230,3/20/2018,Ellie Melendez,Bit House Saloon
2570,1645,10/28/2018,Phillip Wilson,Charlie B's
2575,2330,4/28/2018,Leslie Hess,Raven & Rose
2576,1430,12/18/2018,Raiden Delacruz,Academia
2577,2300,11/6/2018,Chaz Russo,The Spooky Willow Bar
2578,2030,11/6/2018,Ross Singleton,Leyenda
2579,1830,3/1/2018,Charles Woods,The Tricky Curry Tavern
258,2015,6/7/2018,Tyson Rangel,Death & Company
2580,2300,11/23/2018,Cole Webb,Broken Shaker
2581,1900,2/3/2018,Giselle Logan,Tradition
2582,1930,2-29-2018,Dakota Key,The Griswold
